"","Or4","Or88","Or54","Or55","Or27","Or26","Or50","Or30","Or25","Or58","Ir40a","Ir87a1","Ir87a2","Ir7j","Ir100a","Or11","Or41","Or79","Or78","Or76","Or36","Or91","Or93","Or47","Or99","Or77","Or32","Or73","Or131","Or51","Or57","Or92","Ir136","Ir137","Ir102","Ir103","Gr1","Gr11","Gr15","Gr19c","Gr19a","Gr30","Gr33a","Gr39h","Gr64","Gr66","Gr67a","Gr74a","Ir21a","Ir64a","Ir75c","Or45","Or9","Or2","Or10","Ir75e","Ir75g","Ir75h","Ir75f","Or69","Or15","Or14","Ir75b","Ir75a","Or31","Or122","Or125","Or6","Or33","Or103","Or95","Or104","Or121","Or105","Or107","Or29","Or71","Or42","Or48","Or130","Or106","Or132","Or63","Or133","Or116","Or64","Ir75i","Or117","Or128","Gr63","Or82","Ir31a1","Or3","Ir108","Ir107","Ir161","Ir31a2","Gr7","Gr10","Gr14","Gr20i","Gr22","Gr23","Gr26","Gr31","Gr32","Gr34","Gr46","Gr62","Gr73","Gr76","Gr77","Ir41n","Or85","Ir41j","Ir93a","Ir41l","Ir41o","Ir41c","Ir41g","Ir41f","Or40","Ir41k","Ir41e","Ir7n","Or16","Or59","Ir75k","Or13","Or44","Ir75d","Or23","Ir41p","Or28","Or100","Or37","Or52","Or80","Or81","Or87","Or20","Or115","Or113","Or24","Or94","Or119","Or43","Or123","Or101","Or97","Or72","Or86","Or110","Or38","Or67","Or102","Or34","Or22","Or112","Gr8","Or118","Or114","Or62","Ir138","Ir141","Or84","Gr80","Gr45","Ir41b","Ir41a","Ir41m","Ir7e","Gr25","Or90","Or111","Ir111","Ir114","Ir117","Ir164","Ir163","Ir162","Ir75l","Ir41d","Gr39g"
"Gr23",2,1,1,1,1,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,6,0,0,5,0,1,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,1,1,1,2,1,0,0,1,1,0,2,0,2,0,1,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,3,3,0,1,0,4,1,0,2,1,0,0,1,0,1,2,0,1,0,2,0,1,4,0,0,3,0,2,0,1,0,0,1,2,0,2,2,0,0,0,1,2,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0
"Gr26",2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,1,0,3,0,2,1,0,0,1,0,0,0,1,1,2,0,3,1,1,0,1,1,0,2,0,0,5,0,1,0,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,1,1,3,0,1,0,1,0,0,2,3,0,1,2,1,2,0,0,3,0,1,1,2,7,0,2,3,0,4,0,0,0,0,4,2,3,4,3,1,0,0,1,4,0,0,1,1,0,0,2,1,0,1,3,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"Gr31",6,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2,1,0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,1,2,2,0,0,5,0,0,2,3,0,2,1,2,0,1,0,4,3,3,0,2,0,0,1,1,0,0,1,0,1,1,2,1,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,1,0,4,3,0,1,0,5,0,0,1,1,1,0,1,2,0,2,0,4,0,1,0,3,6,0,0,6,0,3,0,0,0,0,4,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,7,1,0,0,5,0,0,0,0,3,0,0,0,0,0,2,0,0,0
"Gr32",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gr34",8,7,1,0,3,2,1,0,0,1,0,1,2,0,0,7,0,2,2,0,3,2,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,3,2,0,0,1,3,1,4,2,2,3,1,2,2,3,2,0,2,0,5,0,2,0,0,0,0,6,1,1,0,0,3,1,0,0,3,1,0,0,0,7,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,1,2,0,1,0,4,0,0,4,0,1,0,2,0,0,1,3,2,0,0,3,3,12,1,3,5,0,3,1,1,1,1,2,3,0,0,0,0,0,0,0,2,0,1,3,0,0,0,9,0,0,1,9,2,0,0,0,2,0,0,1,0,0,0,0,0,0
"Gr46",4,2,0,1,2,2,0,0,0,1,0,0,1,0,0,1,1,2,2,0,1,0,1,3,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,2,1,1,1,1,0,0,0,1,0,1,1,0,1,2,0,0,1,1,1,0,0,1,0,1,1,0,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,0,0,0,1,0,0,3,0,1,0,2,0,1,0,0,1,0,1,0,2,3,0,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gr62",5,1,1,0,3,1,0,1,1,0,0,0,1,0,0,4,0,4,2,0,4,1,0,6,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,3,0,0,0,2,1,1,1,0,4,1,1,2,3,0,3,1,1,0,3,2,1,0,1,0,2,1,0,2,0,0,2,2,0,1,0,1,0,0,0,2,2,0,0,0,2,2,2,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,1,0,5,2,3,1,0,0,0,2,0,1,2,3,0,2,2,0,1,1,0,2,0,1,0,1,2,0,3,5,0,4,0,0,2,0,1,3,0,1,1,0,1,0,0,2,0,0,2,1,0,0,7,1,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Gr73",15,13,1,0,3,1,1,0,3,1,0,2,1,0,0,11,1,7,1,1,9,2,0,14,1,2,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,4,0,0,3,0,0,0,1,9,1,1,0,2,2,4,5,3,4,10,1,1,0,1,2,6,4,6,2,11,2,10,4,8,2,4,5,1,0,3,1,4,10,1,2,10,5,0,0,2,10,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,5,1,2,1,0,4,5,10,0,6,0,4,1,1,12,1,0,1,2,1,4,1,2,6,0,4,2,9,15,0,2,17,1,5,0,1,3,0,10,0,2,1,9,2,2,2,1,15,0,1,2,0,0,0,26,0,0,3,8,4,0,0,0,14,0,1,1,0,0,0,0,1,0
"Gr76",6,1,1,1,1,1,1,1,1,0,1,0,3,0,0,2,0,1,0,0,4,0,0,6,0,0,2,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,2,0,2,0,2,0,1,3,2,2,3,1,0,0,1,0,0,1,2,0,2,0,3,3,4,0,0,2,0,0,0,0,0,1,0,0,2,1,0,0,0,2,1,0,0,0,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,1,3,2,4,5,0,1,0,2,1,0,1,3,0,0,2,1,0,3,1,2,1,6,0,1,10,0,1,7,0,5,0,0,2,1,4,1,1,1,3,0,1,0,0,3,0,0,1,1,0,0,7,0,1,0,1,0,0,1,0,5,0,0,3,0,0,0,0,0,0
"Gr77",15,22,3,1,4,3,4,3,5,0,1,2,2,2,1,14,4,6,1,2,13,6,1,33,1,4,2,0,1,1,1,4,2,0,0,2,5,0,2,0,0,4,0,2,4,0,11,2,0,14,5,5,0,6,5,12,15,7,5,13,3,4,4,8,2,8,4,7,3,16,1,12,10,7,0,2,13,3,3,3,1,14,6,0,2,5,4,1,1,3,15,12,3,2,0,0,3,4,1,0,0,1,2,0,2,0,1,1,1,5,2,0,0,9,1,3,10,19,19,1,9,0,16,1,0,17,9,5,0,8,2,11,7,3,54,0,9,5,15,46,0,2,41,2,89,1,3,1,0,63,5,3,3,16,2,2,3,5,26,1,1,2,13,0,1,64,0,0,1,41,0,0,2,1,15,1,0,2,0,1,5,4,0,0
"Ir41n",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,1,1,0,1,0,7,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Or85",17,17,2,3,4,5,1,1,5,2,1,1,4,0,0,23,2,11,4,1,22,2,1,20,0,2,1,0,2,0,0,0,6,0,0,1,4,0,1,0,1,11,0,0,2,0,0,2,3,19,5,1,0,6,6,15,9,10,3,11,3,1,7,5,1,4,1,11,1,19,4,12,3,7,0,3,4,2,6,1,1,14,10,1,2,11,5,0,0,0,13,12,2,2,0,2,1,2,0,1,0,0,1,2,0,0,2,0,1,2,0,9,0,0,0,7,11,22,26,0,5,1,18,1,1,15,9,2,6,2,0,7,6,1,13,2,8,4,13,42,1,2,25,0,20,2,4,2,0,14,6,1,2,11,3,1,3,2,16,1,0,3,5,0,1,171,4,0,6,36,0,0,1,0,13,0,0,3,1,0,2,1,0,0
"Ir41j",8,4,3,3,4,1,1,1,0,3,0,0,0,0,1,2,0,4,0,0,4,1,1,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,0,0,3,1,2,2,2,1,6,1,0,3,4,0,0,2,0,0,5,1,8,1,2,0,2,1,0,0,0,0,2,5,2,0,2,1,0,1,1,5,2,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,7,0,0,1,3,7,4,3,1,0,38,2,0,3,2,0,1,4,0,3,3,0,2,0,4,2,3,7,1,1,7,0,3,0,0,1,1,5,2,2,2,3,0,0,0,0,4,0,0,0,0,0,0,14,0,0,4,15,2,0,0,0,5,1,0,0,0,0,3,0,0,0
"Ir93a",11,10,0,0,3,2,3,0,0,1,1,0,5,1,0,6,0,2,1,1,9,1,2,11,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,4,1,1,1,20,14,5,2,1,1,4,2,3,7,0,5,2,4,3,5,1,2,1,2,1,8,0,21,1,12,0,1,1,0,2,1,0,6,5,1,2,3,4,2,0,2,6,2,5,1,0,2,2,0,1,1,0,1,0,1,1,1,0,0,5,0,3,3,0,7,1,0,3,7,6,1,5,0,13,1,0,8,4,0,2,3,0,4,3,4,5,1,6,1,3,17,1,1,30,1,8,0,0,3,1,2,5,5,1,4,1,2,1,1,23,0,0,1,2,0,0,22,1,0,2,16,0,0,0,0,23,1,1,1,0,1,0,0,0,0
"Ir41l",18,25,3,2,7,4,5,1,5,2,1,1,1,1,1,20,2,6,2,1,25,5,1,33,1,4,1,1,2,2,0,3,2,0,0,1,2,0,1,0,0,4,0,1,5,2,0,0,2,9,6,4,0,5,6,9,14,7,7,5,5,2,5,4,2,9,7,12,1,22,7,20,5,9,3,1,8,2,4,0,1,20,7,0,1,6,8,0,1,2,50,5,5,1,0,1,3,3,2,1,0,0,1,1,0,3,2,0,2,4,2,10,1,11,3,3,0,13,15,1,8,2,16,3,3,18,12,4,1,6,2,8,13,16,10,0,10,38,51,44,0,4,36,2,12,1,1,3,3,15,9,4,0,15,2,2,0,2,18,2,0,4,3,1,0,50,1,0,3,31,25,0,2,0,22,0,0,2,0,0,3,2,0,0
"Ir41o",32,35,5,5,7,8,1,4,3,3,2,4,9,1,0,37,7,13,8,1,43,5,1,42,1,1,1,1,3,4,1,5,7,0,1,0,2,0,3,0,0,8,0,2,6,0,1,2,2,27,11,2,0,8,18,13,19,21,4,25,2,8,14,15,3,22,9,13,9,24,3,35,16,18,2,9,7,4,7,3,2,23,14,2,5,10,8,1,2,1,28,17,4,3,1,5,7,2,0,0,0,1,3,1,4,0,1,5,3,5,4,19,1,22,7,7,13,0,31,1,17,1,30,1,1,28,15,6,4,14,6,13,29,1,18,1,18,4,25,55,0,10,45,3,16,2,0,7,4,19,14,5,4,11,4,2,2,3,33,1,4,5,4,1,0,81,2,0,4,53,2,2,2,0,32,1,0,4,0,0,4,4,1,0
"Ir41c",31,29,4,3,6,6,9,1,3,6,1,6,6,1,7,29,8,12,5,3,30,10,2,31,3,3,5,0,2,2,1,4,6,1,0,2,2,0,2,0,1,9,0,0,5,0,4,1,3,22,7,5,1,10,13,13,16,17,11,17,6,5,10,8,3,11,10,15,3,32,6,25,11,13,4,9,7,5,6,1,4,19,18,4,5,11,9,1,1,3,42,13,6,3,2,3,2,6,0,2,0,0,3,3,3,1,2,3,1,10,5,19,1,26,4,6,15,31,0,2,35,0,32,0,1,27,13,2,1,7,1,12,15,5,18,0,22,8,26,54,0,9,46,1,25,4,2,7,3,19,16,4,3,17,3,1,1,8,32,1,2,6,3,1,0,84,2,0,7,60,6,0,2,1,20,1,1,5,0,0,1,2,2,1
"Ir41g",1,2,3,1,3,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,1,1,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,3,0,1,2,1,0,0,1,0,0,3,0,3,1,2,0,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,2,0,2,0,4,0,0,2,1,0,0,2,0,1,0,0,0,0,2,0,2,2,0,0,4,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,2,0,0,0,0,0,0,5,0,0,3,16,0,0,0,0,3,0,1,1,0,0,1,0,0,0
"Ir41f",17,21,2,1,6,5,2,1,2,4,0,1,2,1,2,17,2,7,3,1,14,4,2,21,0,2,4,0,1,0,0,0,6,0,0,0,1,0,3,0,1,8,0,0,6,0,1,4,1,22,11,3,0,5,5,12,16,14,5,5,4,2,9,10,1,9,6,8,2,13,3,20,7,8,0,4,10,0,3,3,1,16,14,0,4,13,3,3,0,0,19,7,3,2,0,1,4,2,0,1,0,1,1,1,1,0,1,0,0,6,1,9,1,5,1,5,8,17,35,2,0,0,16,2,1,15,7,3,1,5,2,5,13,3,7,0,10,3,8,46,0,7,32,1,11,1,1,2,0,12,3,7,3,17,3,3,0,2,22,1,1,2,0,0,0,53,1,0,12,36,2,0,3,0,13,1,0,3,0,0,1,9,7,0
"Or40",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,2,0,1,0,1,1,1,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,1,0,5,1,0,0,0,2,1,3,0,0,0,3,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0
"Ir41k",37,33,7,6,12,2,6,3,1,7,2,3,10,4,1,31,3,14,7,1,37,13,2,56,1,2,12,0,2,3,1,0,9,0,1,1,3,1,4,0,1,4,0,1,4,1,2,0,5,31,21,8,4,11,9,25,22,15,11,21,4,7,13,15,6,11,8,12,4,28,4,33,15,24,3,10,14,2,7,6,2,13,20,3,6,19,18,2,4,2,32,17,7,5,2,5,11,4,2,1,0,3,4,1,5,1,4,1,2,4,2,16,7,18,38,13,16,30,32,4,16,0,0,3,3,29,15,6,1,10,2,24,20,3,18,1,19,7,20,63,1,8,57,2,25,0,0,6,5,26,15,4,4,17,2,1,4,4,31,2,1,6,8,0,0,100,0,1,14,64,7,0,2,0,38,2,3,4,0,1,8,3,0,1
"Ir41e",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,1,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,2,1,3,1,0,0,2,0,3,0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"Ir7n",0,1,0,0,1,0,0,0,5,1,0,0,0,3,1,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,4,1,3,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,3,1,1,0,1,0,3,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Or16",44,35,6,2,14,10,5,3,2,3,0,6,13,3,0,22,3,17,9,2,44,9,1,40,0,5,7,0,4,4,3,0,10,2,0,0,0,0,1,0,0,7,0,0,4,0,4,4,1,33,12,8,1,7,12,22,26,14,14,16,3,7,9,8,3,15,7,9,4,32,8,28,18,18,4,11,12,2,6,1,4,18,16,2,5,15,15,3,0,1,24,16,2,3,1,7,10,1,1,2,0,2,2,2,1,1,4,3,2,12,1,17,1,15,3,8,18,28,27,2,15,2,29,0,3,0,12,10,3,11,3,25,22,3,17,1,17,5,27,71,0,11,46,3,35,4,2,3,2,26,13,3,5,24,2,2,5,7,39,1,4,4,4,1,0,91,0,0,6,59,6,0,0,0,32,1,0,4,0,1,1,0,0,0
"Or59",20,18,4,3,5,3,2,1,1,2,5,4,6,1,0,10,4,4,0,0,17,3,5,24,1,2,2,1,2,0,0,3,2,0,0,1,0,1,1,0,0,3,0,0,6,1,1,2,4,11,8,6,1,6,10,2,6,8,2,14,2,3,9,5,3,7,2,8,1,15,3,11,7,6,2,2,9,3,2,1,1,14,4,1,2,4,1,0,0,0,11,8,4,0,0,4,5,1,0,0,0,0,1,3,1,2,0,0,3,1,3,9,0,9,2,4,12,15,13,1,7,2,15,1,0,12,0,2,1,4,0,9,7,0,9,0,9,6,15,36,0,5,16,0,12,0,1,1,5,11,7,0,7,10,3,2,1,0,6,0,0,3,0,0,0,46,2,0,3,29,0,0,2,0,9,0,1,2,0,0,0,1,0,0
"Ir75k",8,6,1,0,3,2,4,1,0,2,0,3,3,0,2,6,2,1,0,0,6,0,0,5,0,0,0,1,0,0,1,0,4,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,8,0,2,0,2,5,1,4,1,2,4,2,0,3,2,0,1,1,3,1,5,0,3,5,2,0,2,2,1,1,1,0,8,5,1,0,4,1,1,0,2,6,4,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,5,0,2,0,0,4,6,2,0,3,0,6,0,0,10,2,0,1,5,2,8,10,0,2,0,4,5,4,17,0,1,7,0,4,0,0,0,0,8,2,0,1,6,2,0,1,1,6,1,0,1,3,0,1,13,0,0,2,11,2,0,0,0,3,0,0,0,0,0,0,20,1,0
"Or13",3,3,2,0,1,0,1,0,0,0,0,0,0,1,0,6,2,3,2,0,5,3,0,4,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0,0,2,2,4,1,1,2,0,0,1,0,1,1,0,0,0,3,0,3,4,2,0,2,0,0,0,0,0,3,1,1,0,1,3,0,0,0,2,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,6,1,2,1,4,1,0,1,0,1,0,0,3,1,1,0,2,0,3,4,0,3,0,6,0,2,6,0,1,6,0,8,0,0,0,0,5,5,0,0,5,2,0,1,0,5,0,0,0,0,0,0,13,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Or44",9,14,3,2,4,1,4,2,2,0,2,2,1,1,1,13,1,7,0,0,17,3,0,21,1,0,1,1,0,2,1,0,4,0,1,0,4,0,2,0,0,1,1,0,1,1,2,1,1,15,7,3,0,1,7,9,9,8,0,2,2,2,3,8,2,3,5,7,5,10,2,18,2,13,0,5,6,1,2,1,0,7,3,26,2,6,5,2,1,0,14,0,2,1,0,2,2,2,1,0,0,1,1,2,1,0,2,2,2,2,2,8,1,2,4,3,6,14,7,2,5,1,10,0,0,11,4,5,2,0,1,4,7,1,5,0,11,4,9,19,1,3,22,0,9,0,11,1,2,6,7,4,1,9,21,0,1,3,19,1,0,1,2,1,0,30,2,0,6,24,3,0,1,0,16,0,1,4,1,0,1,2,0,0
"Ir75d",2,3,0,0,1,1,1,0,0,1,0,0,1,0,0,2,0,0,1,0,3,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,1,2,2,3,1,3,3,2,0,1,1,3,1,2,0,4,0,2,2,1,1,1,0,0,2,0,1,1,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,1,2,0,0,0,0,2,6,1,0,2,0,2,0,0,3,0,2,0,1,0,1,4,0,0,0,1,1,1,4,0,1,7,0,3,0,0,1,0,2,2,1,0,1,0,2,0,0,3,1,1,1,0,0,0,11,0,0,0,5,0,0,2,0,4,0,0,0,0,0,1,2,0,0
"Or23",17,28,1,1,5,9,3,1,1,4,2,5,7,1,1,19,6,9,3,2,22,6,1,26,0,1,3,0,1,1,2,0,7,1,0,0,4,0,0,1,1,4,0,0,3,0,3,1,5,15,4,2,2,5,6,11,13,11,6,12,3,4,5,4,1,8,8,12,1,20,5,15,8,8,6,3,7,1,4,2,4,10,14,2,4,13,8,3,1,2,20,10,2,3,0,4,2,2,0,0,0,0,1,2,0,1,0,1,1,4,0,11,0,7,3,4,8,13,12,1,5,5,24,2,3,25,9,8,3,4,1,0,14,2,9,0,9,3,20,38,0,5,22,0,17,0,3,6,3,13,6,3,2,8,6,2,1,2,13,0,0,4,4,0,0,54,0,0,8,36,4,0,1,1,14,2,0,2,0,1,0,2,0,0
"Ir41p",24,29,2,3,8,4,4,1,1,5,2,5,7,2,1,20,4,9,4,1,32,2,3,28,2,1,4,1,2,1,2,1,3,1,0,2,1,2,3,0,1,4,0,0,3,1,3,3,2,13,5,4,2,8,8,12,12,15,3,9,4,6,6,6,6,9,7,13,1,24,2,20,8,11,4,5,11,4,5,3,2,15,11,4,4,10,6,3,1,2,18,13,6,2,0,4,5,6,0,0,0,1,2,0,2,0,1,0,1,1,3,7,1,6,3,3,13,29,15,0,13,1,20,0,2,22,7,10,4,7,4,14,0,0,11,0,9,2,11,37,0,10,35,3,21,0,0,5,0,19,10,5,1,16,4,2,1,1,27,1,0,6,4,1,1,54,1,1,6,30,1,0,1,0,20,0,0,4,0,0,1,4,0,0
"Or28",4,5,1,0,1,1,4,0,0,0,0,0,1,0,0,2,1,3,1,0,3,0,0,12,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,1,2,0,0,1,4,0,0,0,2,0,1,4,1,1,3,4,1,0,0,0,1,2,3,0,5,1,8,0,3,0,1,3,0,0,2,0,7,3,0,2,4,2,0,0,0,19,3,3,1,0,2,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,3,1,1,0,4,16,1,5,0,3,0,3,0,0,3,0,0,0,1,0,2,0,0,4,0,6,13,13,8,0,1,8,0,4,0,1,1,1,3,3,0,0,2,0,2,2,1,7,1,0,1,1,0,0,12,0,0,2,6,10,0,0,0,5,0,0,0,0,0,0,0,0,0
"Or100",15,19,4,1,4,1,2,2,0,2,1,3,2,0,0,16,3,8,3,0,19,3,0,46,2,0,3,0,1,1,1,1,4,1,0,1,5,0,0,0,1,7,0,1,5,0,7,2,4,17,4,5,2,5,9,13,11,4,2,17,2,3,2,9,3,10,4,5,3,20,3,11,9,5,0,4,8,2,3,2,2,16,11,0,4,7,6,2,1,2,15,6,2,2,0,2,1,4,0,0,0,1,1,3,4,1,2,1,2,6,2,54,1,13,2,5,10,18,18,0,7,0,18,1,0,17,9,2,3,5,0,9,11,4,0,1,15,3,11,36,0,11,44,0,151,1,0,4,2,100,18,10,31,16,3,2,2,1,23,0,0,5,20,1,1,66,0,0,4,39,1,0,2,0,10,0,0,2,0,0,4,0,0,1
"Or37",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or52",23,11,4,4,8,5,9,3,4,2,2,3,4,1,0,27,1,12,6,1,134,4,4,28,0,4,6,0,9,3,5,4,29,1,0,1,2,0,3,0,1,7,0,1,4,0,3,2,1,25,6,3,2,3,8,15,13,6,3,12,2,3,6,9,3,8,9,9,1,21,3,23,12,9,1,10,20,1,7,0,0,20,5,3,1,6,6,1,0,2,12,13,3,5,0,10,7,2,0,0,0,0,2,1,1,0,0,1,1,4,6,9,1,8,4,6,10,18,22,2,10,2,19,1,0,17,9,4,6,11,1,9,9,6,15,0,0,3,15,29,0,6,29,2,18,2,1,4,2,10,79,1,2,15,4,2,3,1,20,0,1,7,1,1,0,54,1,1,10,36,2,0,1,0,14,1,2,8,0,0,2,0,0,0
